Song_Name,AVG_Energy,SD_Energy,ZCR_mean,ZCR_sd,Centroid,BW,RollOff,BER_subbass,BER_bass,BER_low_mid,BER_mid,BER_high_mid,BER_treble,Tempo_bpm,TempoLog,Fuerza_Pulso,onset_rate,high_onset_mean,offbeat_ratio,Genero,MFCC_1_mean,MFCC_2_mean,MFCC_3_mean,MFCC_4_mean,MFCC_5_mean,MFCC_6_mean,MFCC_7_mean,MFCC_8_mean,MFCC_9_mean,MFCC_10_mean,MFCC_11_mean,MFCC_12_mean,MFCC_13_mean,MFCC_1_sd,MFCC_2_sd,MFCC_3_sd,MFCC_4_sd,MFCC_5_sd,MFCC_6_sd,MFCC_7_sd,MFCC_8_sd,MFCC_9_sd,MFCC_10_sd,MFCC_11_sd,MFCC_12_sd,MFCC_13_sd
Aaron Tippin - You_ve Got To Stand For Something (Official Video) [Z_s-Qk07KxA].wav,0.022204407381322847,0.0429131112037817,0.05193956735933622,0.026619181175598545,2.2557866433310547,2.786089324538769,1640.625,0.16653592364709768,0.12399173837250589,0.11861013270937763,0.10229009069995988,0.06674590543568003,0.006025266246883857,82.72,6.3702,1.0066,4.7778,0.1858,0.3117,Country,-38.73451998748647,12.321618968368922,-17.048565172666354,13.178490965957558,-9.719865867767004,16.3587988411803,-14.299533415821136,10.5347492437945,-4.649734913753762,2.699601569255131,-3.574060036262426,1.0937687378494694,1.550556130360133,7.42721167912562,4.514767019908976,4.6027404566801104,4.862903548145557,5.8434599453438985,6.251798776664756,5.906552275358694,6.497524358181155,6.605250458251913,6.472290162969347,5.300434668292738,5.448596434809524,5.013548446552321
Alabama- Old Flame [bn3QEB4kbVc].wav,0.017330834538490714,0.03626876338218756,0.047672889580323737,0.02803901086598035,2.3656399707474987,2.936663212927863,890.625,0.3623138565827323,0.13880477691173215,0.06658118139904036,0.07851424839462191,0.05916548151459585,0.011245444887977572,110.29,6.7852,0.9832,3.1889,0.095,0.1934,Country,-39.93698330620386,10.096574352438928,-13.208878527900499,15.11223066648638,-9.87870811082223,15.576745126713247,-12.844087704108215,8.916573139033238,-8.211030257480894,4.43809122670725,-6.215098740937667,4.463737459978723,1.7609980006930406,8.59024695918568,3.6758817016604106,5.08228122639752,4.5615616943184385,5.268170941966271,6.126871622157661,5.650825637029241,5.193737899433169,4.697716980195083,4.984556726317653,4.78549163714499,4.880350361221813,6.774703241755916
Alabama-She_s Close Enough To Perfect For Me [EigVvZMw3Ds].wav,0.014788231718127903,0.03057438111049308,0.053903442975145384,0.038061900118649794,2.4799884602895705,2.9612773167223536,937.5,0.3239035856165856,0.12835161572473944,0.08240082494484163,0.06480035071201799,0.041271539865035727,0.02323073851088581,137.2,7.1001,1.0005,2.6889,0.0846,0.2955,Country,-40.444612378239796,10.248060081470266,-14.358211604770785,14.53116855171177,-6.815151568964811,9.58359391275627,-8.447635518888577,5.478866484437584,-4.5205563583940664,5.479318947800991,-6.68513188371077,5.741857279495912,-2.374470226057344,9.57417372108936,4.8150512932929015,3.3155734283530087,4.842100084240949,6.415808210135535,6.480123132908021,5.989500147908167,5.585462715495118,5.288142614241222,4.878401924605139,4.652381102939899,4.644900851707996,6.009728686024258
Alabama - Feels So Right [I0hQmC_8yi4].wav,0.014035114475036536,0.029531718676257476,0.03506118735415046,0.02544371437110322,1.7623226084358343,2.428830548739454,562.5,0.3578860682269832,0.14657205579050792,0.0463476325928371,0.0496243703552239,0.030147638523971673,0.004554346221249133,89.29,6.4804,0.9549,3.6667,0.057,0.5884,Country,-45.87569116798213,13.936455971101708,-13.948022563903587,15.427218774424581,-8.230881689467463,14.512582909675578,-11.810473511922641,5.0473385827963,-2.4102429812223636,-1.2024011813196545,0.38756000827559156,-4.904161573465141,4.106223476576955,7.537491562762071,3.576800917979675,4.411843014102879,4.626144748918297,4.747005712933293,5.014961635220613,4.6090830144413415,5.071140672615041,4.907170372099261,5.153420696727422,5.0879409360695265,5.235787997192844,6.129163743259234
Alabama - There_s No Way (Official Video) [XEwGPe0H_po].wav,0.006491062529131207,0.01870424187702921,0.04731254861651295,0.031198712388788758,2.2420990035214183,2.7602776100266078,1453.125,0.1881838826447681,0.12872098701483803,0.12911346280329278,0.11553654865691348,0.02914690446781171,0.010564372061815121,152.03,7.2482,0.8778,2.8778,0.0328,0.1972,Country,-50.9759998060142,12.363577272980994,-16.13690967489709,13.631061136059309,-11.059832833748109,14.301105054097881,-12.656858932396911,5.543221641514017,-4.924416579697939,3.5951336340799966,-0.8024384404649528,-2.3992318751873514,4.515888263814413,11.040283583299656,3.7382459700694226,4.6994314696615085,4.57276541979877,5.3127162453628065,5.654023806615471,5.196278611598718,5.899548639037199,5.4791349999995385,5.448371253684757,5.420469291016131,5.49233210384721,5.485938521457863
alan jackson- Where were you september 11th [u_clidR7drg].wav,0.04644136761193558,0.08884445158198209,0.061371981146053266,0.0432539038455022,2.637586210158495,2.802072848924326,1640.625,0.2573956264392499,0.16084376894295455,0.0865515264649106,0.10467524767818237,0.0719172893252134,0.05450303634542593,114.8,6.8429,0.9284,5.2111,0.42,0.5018,Country,-33.4614904830263,14.542136203825784,-21.006651540189,19.958366457739835,-12.873349411460389,11.259383261377065,-6.386230261080138,-0.5757120819261786,2.23201711872114,-9.5377203813736,6.072339701566789,-4.383276491223188,4.264603856989269,8.170786951588408,5.0694359548281875,3.827057632941907,5.447529380479951,5.245214284085098,5.569989270085743,5.477822098005566,5.352900953422961,5.507035164067257,4.845416307808848,4.504600139476309,5.835705780012102,5.933306877348136
Alan Jackson - Don_t Rock The Jukebox (Official Music Video) [RMDq-MnpbTo].wav,0.018655828670765963,0.03902376094474873,0.04401542300996407,0.029280352546634632,1.9619684663539683,2.5958234598654486,1031.25,0.19911004617563394,0.1427206501651909,0.18138629632649744,0.06065877191679085,0.022579188323294846,0.006686019849341415,148.03,7.2097,1.0625,4.6222,0.07,0.156,Country,-44.247768265425954,13.499212698935889,-14.694244707547414,12.182375775559757,-13.199898310754053,14.872223025760729,-11.57465331643089,9.884302165633803,-4.83997196874398,4.034489959718381,-1.9989643412139375,0.5667667258189385,3.9305675624535263,10.892570055269351,4.884629312588944,5.278302877231717,5.577998451384976,5.4062764252510584,5.473361847879565,6.180151828412347,4.989083973926502,5.4813788506657355,5.252234198785088,5.152070341849027,5.063748276434586,4.901346600091114
Alan Jackson - Here In The Real World (Official Music Video) [3mKkTm38w3E].wav,0.012114156597837336,0.029017297692834003,0.04240147053376301,0.031352155239499614,2.3297978927171124,3.1083339705545443,984.375,0.2067589017553268,0.14053760203756924,0.1273783519333218,0.13271316940293404,0.024499400609540926,0.014682886534419185,87.89,6.4576,0.9187,3.0333,0.0667,0.1065,Country,-45.37190839721903,12.145424707044027,-12.957133872511031,12.085857032878161,-13.474678408826113,17.82173264493708,-13.417247396167696,10.917764970978054,-6.800088170088211,5.413850687019375,-2.8500297073179817,1.3102218783812487,2.85337915680961,9.198795036882952,4.451382869758338,4.1753174905615085,4.879375759424135,4.676254325215658,4.943584923658963,5.2881454412713405,5.990891541760833,5.16036031511325,5.077736658169768,5.4639143800943275,5.500720237022069,5.650252570602881
Alan Jackson - Little Bitty (Official Music Video) [Eo2OIUpWznY].wav,0.03265525057878092,0.05921239962819933,0.06820977793828945,0.04295757779538948,3.132240845517898,3.6553044713102643,1875,0.16324096945632366,0.12640353655959327,0.09415057231755497,0.07898575527576221,0.0651970703315463,0.02985120098049312,80.36,6.3284,1.0854,4.0111,0.2534,0.2495,Country,-32.557485440736954,9.02197732543199,-14.633537101993047,13.125471804943288,-10.30212711862249,15.176637456569132,-16.219642150229465,10.515102968727833,-6.15409887795765,4.682703407580197,-5.497060049088678,2.6185456191059027,0.20497221828221437,10.37335627761102,5.931261384456621,4.893495021953343,5.2249481493428735,6.908800104439223,5.774057235515389,6.17591256370526,4.683247911521172,7.020693859896717,6.96676548286817,6.6223160251135225,6.2283310983092814,6.740840975119511
Alan Jackson - Livin_ On Love (Official Music Video) [DDXLmYyFu4I].wav,0.01535964922399562,0.030677268616656407,0.055409976108456493,0.03872784316611451,2.676403803654743,3.323825540263085,1031.25,0.302616832607525,0.1219460659223716,0.11523213252313261,0.06618917071974154,0.040039829354234974,0.02977536115727079,119.68,6.903,1.0448,4.1444,0.0711,0.3456,Country,-39.257075932511654,10.868639418634514,-13.570058651017606,14.435352030488964,-12.259249761631565,15.481081272451886,-12.82191540384861,9.17031613883884,-5.317546103346927,4.861775794059668,-4.5380569634543395,1.8182065121360158,-0.731458609897941,8.90686461129517,5.3978684446469165,4.784902997955765,5.708564753232973,5.595867178768189,4.899847993355743,5.400246826825344,5.504510667216621,6.580606368397307,5.790766658025302,5.636398496267501,5.970963304163758,6.848932211483978
